battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range_tenge,price_category
988,1,1.34,0,4,0,4,0.68,199,4,0,578,1484,1015,11,5,11,0,0,1,76733,Ultra-budget
1092,1,2.28,1,7,0,32,0.66,153,6,6,1025,1412,5171,12,8,19,0,1,1,274351,Mid-range
1153,1,2.05,1,11,0,64,0.88,154,4,12,874,1882,3878,15,6,13,0,1,1,174661,Budget
1139,1,1.82,1,10,0,128,0.85,150,4,8,1644,2316,4946,14,6,16,1,1,1,145795,Budget
2730,0,3.11,0,36,0,512,1.01,143,8,29,2448,2948,8370,16,9,25,1,1,1,464747,High-end
2367,1,2.5,0,21,0,256,1.04,151,8,30,3829,2672,8992,16,11,22,0,1,1,641780,Flagship
1650,1,2.44,1,15,0,256,1.0,141,8,15,1398,2675,6606,17,8,26,1,1,1,422702,High-end
1823,1,2.6,1,23,1,256,0.75,164,8,15,1584,2242,5473,15,9,19,1,1,1,443764,High-end
1383,1,2.23,0,10,0,64,0.74,161,6,8,962,2051,5405,15,8,18,0,1,1,270294,Mid-range
1111,0,1.42,1,5,1,32,0.53,217,4,4,622,951,1010,10,4,17,1,1,1,87437,Ultra-budget
3383,1,3.11,0,39,0,512,1.12,152,8,37,1759,3067,10045,16,9,20,0,1,1,481632,High-end
794,1,1.73,0,3,1,16,0.9,212,4,2,1081,1371,2165,10,5,15,1,1,1,116757,Budget
1121,1,1.73,1,3,1,32,0.64,227,4,1,914,1794,1354,9,4,9,1,1,1,120921,Budget
2543,1,2.66,1,35,1,256,1.09,140,8,29,1907,4430,9646,16,10,28,1,1,1,794096,Flagship
2298,0,2.25,1,12,1,256,0.86,143,8,15,1601,2894,5880,16,9,18,1,1,1,394691,High-end
1193,0,1.86,0,12,0,64,0.69,167,4,6,921,2212,3420,12,8,20,0,1,1,222330,Mid-range
1444,0,2.31,1,6,0,128,0.78,175,6,6,1407,2016,2573,14,8,16,0,1,1,225735,Mid-range
865,1,1.02,1,5,1,16,0.77,204,2,1,888,1579,2078,12,4,14,1,1,1,126642,Budget
704,0,1.39,0,1,0,32,0.73,183,4,8,667,1047,2169,11,7,17,0,1,1,115439,Budget
3106,1,3.09,0,26,0,256,0.87,137,8,29,2649,3910,10254,17,11,31,0,1,1,458592,High-end
1813,1,2.08,0,24,1,256,0.92,145,8,24,2082,3801,5024,17,8,21,1,1,1,416267,High-end
1899,0,2.65,1,15,0,128,0.77,169,8,25,1681,3837,8262,17,9,24,1,1,1,339388,Mid-range
1059,1,1.6,0,3,1,32,0.55,212,4,8,493,1826,2788,8,7,17,1,0,1,60798,Ultra-budget
1278,0,1.87,1,6,0,32,0.87,161,4,6,763,1512,4948,15,8,22,0,1,1,219779,Mid-range
2308,1,2.06,1,12,1,128,0.71,143,8,22,1970,3763,5882,16,8,20,1,1,1,309377,Mid-range
629,1,1.06,1,0,1,4,0.88,190,4,3,1201,1121,969,12,4,16,1,1,1,85075,Ultra-budget
627,0,1.14,0,2,1,16,0.8,211,4,0,581,1125,2033,10,5,17,1,1,1,134178,Budget
2209,0,2.73,1,15,1,256,0.95,150,8,15,1614,2397,4480,16,9,18,1,1,1,315484,Mid-range
919,0,1.49,0,5,0,16,0.89,226,4,6,699,1856,2601,8,7,9,0,1,1,122578,Budget
2253,1,2.76,1,12,1,256,1.0,151,8,17,1861,2443,6947,16,8,20,1,1,1,364340,High-end
1037,1,1.91,0,10,1,128,0.86,150,4,6,1334,1567,4142,13,7,14,1,1,1,232682,Mid-range
1498,1,1.8,1,6,0,64,0.61,165,6,13,1445,1302,3836,12,8,19,0,1,1,148297,Budget
1825,0,2.08,1,13,0,128,0.95,163,8,21,2139,2281,7328,17,9,28,1,1,1,343633,Mid-range
2350,0,2.6,0,20,1,128,0.94,161,8,23,2110,3160,7423,16,8,19,1,1,1,285821,Mid-range
2569,0,2.42,1,39,1,512,0.85,131,8,36,2779,4349,14055,19,10,32,1,1,1,700665,Flagship
1652,0,2.14,0,6,1,128,0.64,176,6,7,970,2477,3261,13,7,14,1,1,1,173833,Budget
1155,0,1.75,1,3,0,8,0.9,187,2,4,984,1421,1131,12,6,16,0,0,1,62617,Ultra-budget
1028,0,1.88,1,7,1,64,0.69,184,6,14,993,2418,5222,13,6,14,1,1,1,150544,Budget
659,0,1.03,1,4,1,32,0.89,204,2,7,911,1175,1726,10,7,18,1,1,1,39362,Ultra-budget
1420,1,1.86,1,8,1,32,0.66,183,4,16,1054,2331,6102,13,6,16,1,1,1,194273,Budget
1420,1,2.16,0,5,1,32,0.65,160,4,5,934,2219,2630,12,6,12,1,1,1,233911,Mid-range
589,0,1.59,1,3,0,16,0.63,230,2,8,954,927,1823,12,4,18,0,1,1,50178,Ultra-budget
3161,0,3.05,1,32,1,512,1.15,131,8,33,1506,4024,8767,17,9,26,1,1,1,616916,Flagship
803,1,1.76,0,2,1,16,0.66,192,2,5,1243,1629,1244,12,7,12,1,1,1,82977,Ultra-budget
2229,0,2.48,1,14,0,256,0.86,142,8,20,1704,2714,8879,15,9,20,0,1,1,349775,Mid-range
1693,1,2.3,1,15,0,128,0.8,166,8,25,2111,3405,7539,15,8,26,0,1,1,472238,High-end
1359,1,2.11,1,8,0,128,0.77,160,6,7,909,1577,3273,12,7,22,0,1,1,148808,Budget
1432,1,2.32,1,9,0,64,0.68,168,6,15,1843,1400,2342,14,7,18,1,1,1,216796,Mid-range
3121,1,2.74,1,34,1,256,0.95,131,8,34,3770,3929,15034,16,10,23,1,1,1,683968,Flagship
625,1,1.42,0,4,1,16,0.69,211,4,0,730,1310,2447,8,5,13,1,1,1,114734,Budget
3480,1,2.5,0,22,1,256,0.91,153,8,25,2016,3625,13275,19,11,25,1,1,1,675430,Flagship
980,0,1.69,0,0,0,8,0.74,198,4,8,749,1173,1606,8,5,13,0,0,1,68610,Ultra-budget
3210,1,3.16,1,39,0,256,1.04,132,8,40,1875,5006,11619,17,9,34,0,1,1,553711,Flagship
1068,1,1.41,0,3,1,4,0.69,212,4,2,804,1908,2078,8,5,9,1,1,1,101709,Budget
1271,0,1.84,0,10,1,64,0.71,183,4,5,808,1410,3613,14,7,21,1,1,1,220869,Mid-range
1092,0,1.29,0,1,0,4,0.78,186,2,4,569,1578,2746,11,7,16,0,1,1,128114,Budget
1176,0,1.79,1,7,0,64,0.64,171,6,5,1147,1857,2307,14,6,21,0,1,1,262881,Mid-range
2357,1,2.51,0,18,1,128,0.84,140,8,21,2039,2437,6513,16,8,22,1,1,1,347687,Mid-range
2457,1,2.54,0,30,1,512,0.8,143,8,31,3733,4608,10759,17,10,20,1,1,1,658801,Flagship
1834,1,2.64,0,14,1,256,0.8,140,8,20,2122,3755,6782,17,8,18,1,1,1,307418,Mid-range
883,0,1.02,0,0,1,4,0.66,209,2,1,1173,1041,2085,12,6,9,1,1,1,128614,Budget
3036,1,2.94,1,31,0,512,0.92,132,8,23,2038,3598,8396,19,11,31,0,1,1,586234,Flagship
879,0,1.79,1,0,0,4,0.66,194,4,6,481,1407,2168,10,6,18,1,1,1,72902,Ultra-budget
2740,1,2.44,0,22,1,256,0.95,135,8,20,2773,5060,10079,17,11,26,1,1,1,458983,High-end
1956,1,2.22,1,20,1,256,0.71,143,8,20,2021,2497,8829,16,9,21,1,1,1,359078,High-end
1118,1,1.31,0,2,0,16,0.8,187,2,4,782,1181,1329,11,4,13,0,1,1,137455,Budget
2531,1,2.73,1,22,0,128,0.77,153,8,14,2133,2164,4555,15,8,25,0,1,1,495628,High-end
1068,0,2.29,0,5,0,128,0.67,168,4,12,1275,1725,3707,13,7,21,0,1,1,243008,Mid-range
1916,0,2.77,1,13,1,128,0.75,144,8,18,1663,3115,5272,15,9,23,1,1,1,439218,High-end
1080,0,1.88,0,10,0,64,0.71,171,4,8,1320,2444,5160,14,8,12,0,1,1,187493,Budget
744,0,1.76,1,2,0,16,0.86,222,4,3,1113,1013,780,8,6,9,1,1,1,118830,Budget
1028,0,1.32,1,2,1,16,0.51,229,4,5,770,815,1851,10,6,10,1,1,0,55940,Ultra-budget
599,0,1.69,1,3,0,16,0.73,191,2,2,1078,1044,1721,12,7,9,0,0,1,55212,Ultra-budget
1723,1,1.62,1,10,1,128,0.74,163,6,14,1231,1410,5352,12,7,17,1,1,1,138944,Budget
2107,0,2.42,1,20,0,256,0.93,148,8,25,1331,2124,6889,15,8,22,0,1,1,407246,High-end
1678,0,2.37,0,7,1,128,0.73,151,4,15,1569,2000,3725,13,8,19,1,1,1,257681,Mid-range
1229,0,2.2,1,8,0,128,0.86,187,6,15,1476,1592,5016,12,6,22,0,1,1,113562,Budget
3131,0,2.89,1,28,0,512,1.04,141,8,34,3278,2794,9069,18,9,26,0,1,1,542200,Flagship
2989,1,2.54,0,33,1,256,0.86,131,8,32,1819,2740,10937,18,10,26,1,1,1,535184,Flagship
2312,0,2.43,0,25,0,256,1.06,131,8,38,1527,3212,13617,18,11,35,0,1,1,468976,High-end
2882,1,2.92,0,22,1,512,1.12,155,8,26,2677,5051,13257,16,10,20,1,1,1,556565,Flagship
1580,0,2.26,1,19,1,128,0.9,170,8,13,2096,2692,6534,16,9,26,1,1,1,454309,High-end
1890,0,2.79,1,21,0,128,0.84,144,8,15,1706,2218,5834,17,9,25,1,1,1,379261,High-end
3444,1,2.75,1,32,1,256,0.81,134,8,23,3305,3229,8348,16,10,27,1,1,1,697901,Flagship
2395,1,3.18,1,25,0,512,0.99,150,8,38,1624,4421,10056,19,11,21,0,1,1,718751,Flagship
618,0,1.61,0,0,1,8,0.75,208,2,8,1096,1787,2336,8,6,16,1,1,1,81125,Ultra-budget
1236,1,2.4,1,8,0,128,0.79,184,6,5,1915,1473,3587,12,8,14,0,1,1,129707,Budget
1572,1,1.79,1,7,0,128,0.65,190,6,12,1401,1424,5692,12,6,21,0,1,1,235035,Mid-range
2078,1,3.14,1,20,1,256,0.83,142,8,39,3348,3038,13323,16,10,27,1,1,1,656896,Flagship
2206,1,2.38,1,25,1,128,0.95,161,8,20,1872,3660,6039,17,9,24,1,1,1,354309,High-end
2262,0,2.79,0,26,0,512,1.1,134,8,38,2199,4877,10313,18,11,25,1,1,1,631594,Flagship
3176,1,2.68,1,20,0,256,1.14,157,8,28,1756,3508,11954,19,11,35,0,1,1,574279,Flagship
954,0,1.72,0,1,0,8,0.88,199,2,6,901,1749,798,10,5,12,1,1,1,86629,Ultra-budget
3079,1,2.79,1,32,0,512,1.05,146,8,34,1623,3439,8264,16,10,21,0,1,1,585710,Flagship
1275,1,2.39,1,10,1,64,0.67,155,4,15,1254,1308,3110,13,7,14,1,1,1,295062,Mid-range
2659,1,2.66,1,23,0,512,0.82,138,8,32,1745,3564,15913,16,10,34,0,1,1,764147,Flagship
3503,0,2.77,0,31,0,512,1.2,144,8,38,3646,3189,12920,19,11,27,0,1,1,492974,High-end
1074,0,2.09,0,7,0,32,0.78,173,4,12,752,2424,6141,13,8,15,0,1,1,234654,Mid-range
1389,1,2.09,1,8,0,128,0.63,178,6,7,1699,1727,5719,15,6,17,0,1,1,236386,Mid-range
1420,1,1.97,0,11,0,32,0.63,188,6,12,888,2032,2967,13,7,22,0,1,1,200288,Mid-range
1792,0,1.93,1,8,0,128,0.87,172,4,10,1159,2252,5969,14,6,13,1,1,1,221246,Mid-range
1240,1,2.24,0,6,1,32,0.76,183,6,14,915,1395,4464,14,6,22,1,1,1,178821,Budget
804,0,1.72,0,4,0,4,0.66,194,2,2,878,1742,1997,10,5,14,0,0,1,67032,Ultra-budget
3279,1,2.6,1,34,0,256,0.98,137,8,20,3735,4638,16242,19,11,35,0,1,1,506655,Flagship
1609,0,1.78,1,12,1,64,0.89,179,4,9,922,1926,4663,15,6,15,1,1,1,187237,Budget
2114,1,2.94,0,31,1,512,1.06,132,8,21,3101,5060,11198,18,11,33,1,1,1,469757,High-end
1664,1,2.45,0,11,0,256,0.94,150,8,20,1105,1941,6746,17,9,26,0,1,1,336207,Mid-range
944,0,1.31,1,5,0,16,0.51,197,2,3,769,1257,632,12,7,15,0,0,1,41512,Ultra-budget
1638,1,2.55,1,13,1,128,0.87,161,8,22,1161,3152,9112,16,9,18,1,1,1,493873,High-end
1220,1,2.23,1,5,1,128,0.82,163,4,11,921,1676,2829,12,6,18,1,1,1,131103,Budget
949,1,1.74,0,2,1,32,0.7,189,2,2,902,1338,678,9,5,15,1,1,1,112658,Budget
2133,1,3.11,1,23,1,512,1.09,155,8,38,3711,4514,14158,18,9,20,1,1,1,710605,Flagship
2377,0,2.79,1,16,0,256,0.9,147,8,19,1701,2469,5525,17,8,25,0,1,1,339172,Mid-range
2326,1,2.69,0,15,1,256,0.73,163,8,17,1243,2958,5998,15,8,18,1,1,1,410836,High-end
1328,1,1.81,1,10,0,128,0.83,178,4,6,1355,2394,6087,12,7,19,0,1,1,137435,Budget
2370,0,2.73,1,39,0,512,1.14,139,8,31,3595,4538,10863,18,9,27,0,1,1,575804,Flagship
908,0,1.5,0,0,0,8,0.85,198,2,7,1063,1657,2156,10,4,18,1,0,0,40532,Ultra-budget
956,1,1.67,1,1,1,8,0.76,184,4,7,506,978,2629,10,5,8,1,1,1,125602,Budget
2251,1,2.11,1,25,0,256,0.94,160,8,24,1924,2401,6982,17,9,25,0,1,1,361776,High-end
1031,0,1.49,0,3,0,32,0.65,221,4,4,889,1600,1934,9,7,9,0,1,1,106858,Budget
1719,1,2.43,0,10,1,128,0.79,156,8,16,1200,2431,6890,15,8,22,1,1,1,409673,High-end
1877,0,2.06,0,18,0,128,0.83,159,8,14,1813,2874,6146,15,9,18,0,1,1,276847,Mid-range
1367,0,2.11,0,9,0,64,0.61,173,6,8,1088,2513,2153,13,6,13,1,1,1,235393,Mid-range
1078,1,1.93,0,10,0,32,0.66,150,4,5,1250,1655,3310,15,8,14,0,1,1,245717,Mid-range
2458,0,2.48,1,23,0,256,0.94,148,8,25,1818,3011,4543,17,9,20,0,1,1,420813,High-end
3411,1,2.84,1,40,1,256,1.1,130,8,38,3613,4881,15759,18,9,22,1,1,1,680156,Flagship
3193,0,3.0,1,37,0,512,0.94,133,8,22,1917,4709,11226,18,11,32,1,1,1,589642,Flagship
3112,1,3.18,0,34,1,256,0.84,151,8,25,2796,4275,9354,19,9,25,1,1,1,597367,Flagship
1651,0,1.7,1,7,0,128,0.66,172,6,14,916,2332,4268,13,6,16,0,1,1,256323,Mid-range
2134,0,2.69,0,21,0,512,1.2,139,8,36,2298,5039,11047,18,11,29,0,1,1,763900,Flagship
2740,0,2.78,1,26,0,512,0.81,140,8,23,3546,4325,12676,16,9,27,0,1,1,539550,Flagship
1545,1,2.19,1,9,0,64,0.76,150,6,16,1328,2349,5842,14,6,21,0,1,1,262347,Mid-range
631,1,1.28,1,4,0,8,0.81,203,4,6,675,1898,2904,11,4,16,0,1,1,117835,Budget
1022,0,1.1,0,3,0,32,0.75,203,2,6,653,854,1420,10,7,15,0,0,1,67158,Ultra-budget
883,0,1.2,1,2,0,32,0.55,191,4,4,881,1483,1119,10,7,8,0,1,1,101670,Budget
1838,1,2.58,1,23,1,128,0.7,149,8,16,1947,3514,4502,16,9,28,1,1,1,348084,Mid-range
2028,1,2.67,0,20,0,256,0.88,140,8,13,1166,3415,8103,16,8,19,0,1,1,341803,Mid-range
1918,0,2.31,1,16,0,256,0.78,165,8,18,1470,1920,8379,15,8,21,0,1,1,322004,Mid-range
1908,0,2.68,0,22,0,256,0.83,151,8,15,1856,2065,5237,16,8,24,0,1,1,308248,Mid-range
1183,0,1.91,0,11,0,64,0.76,151,6,9,871,2020,6095,13,8,12,0,1,1,224993,Mid-range
1740,0,2.37,0,10,0,128,0.85,152,8,18,1696,2919,8621,15,9,19,0,1,1,392939,High-end
1090,0,2.02,0,10,0,128,0.74,154,4,8,1699,1945,2291,13,6,19,1,1,1,193099,Budget
1975,0,2.62,0,17,0,128,0.88,167,8,24,2115,3761,7158,16,8,26,0,1,1,422220,High-end
1871,1,2.42,1,11,0,128,0.84,149,8,18,2110,3757,8809,15,9,27,0,1,1,297727,Mid-range
1539,0,2.1,0,11,0,128,0.68,163,6,6,1094,2487,2693,13,6,17,0,1,1,188552,Budget
2508,1,2.28,1,24,0,256,0.75,150,8,13,1115,2989,5236,16,8,18,0,1,1,351607,High-end
1485,1,2.3,0,8,0,64,0.77,183,6,6,1654,1891,3175,12,8,13,0,1,1,122277,Budget
867,0,1.38,0,5,0,4,0.89,198,2,1,1218,661,3028,10,7,12,0,1,0,36132,Ultra-budget
706,1,1.74,0,3,0,16,0.85,189,2,2,769,1809,2638,12,6,8,0,1,1,66948,Ultra-budget
2442,0,2.4,1,30,1,512,0.91,152,8,30,1462,2842,15440,18,9,26,1,1,1,484013,High-end
1749,1,2.08,1,20,1,256,0.76,146,8,16,2023,3482,4685,15,8,24,1,1,1,345191,Mid-range
1738,0,2.79,1,20,1,128,0.99,155,8,24,1966,3282,6442,17,8,23,1,1,1,457839,High-end
1024,0,1.23,0,1,1,32,0.62,208,4,2,597,982,2006,12,5,16,1,0,1,61472,Ultra-budget
2448,1,2.39,0,14,0,256,0.83,147,8,13,1401,3738,5488,15,8,28,0,1,1,399744,High-end
980,1,1.38,0,3,1,32,0.65,208,4,5,1025,1206,1710,8,6,17,1,1,1,140278,Budget
648,0,1.44,1,2,1,32,0.54,186,4,7,1156,879,1595,9,4,15,1,1,1,119524,Budget
2211,1,2.26,0,21,0,128,0.96,146,8,12,1388,3504,6540,15,8,28,0,1,1,393696,High-end
1019,1,1.51,1,0,0,4,0.59,186,4,6,682,732,1936,10,7,17,0,1,1,117261,Budget
2018,0,2.29,0,16,0,256,0.8,155,8,21,1421,3252,8826,16,8,23,0,1,1,399060,High-end
1090,1,1.76,1,5,0,64,0.82,172,4,12,1058,2439,3180,14,7,18,0,1,1,166776,Budget
3364,1,2.62,1,39,0,512,0.9,130,8,38,3142,4943,10572,19,11,21,0,1,1,533709,Flagship
3367,0,2.69,0,35,0,512,1.06,159,8,34,3131,3121,10208,17,9,27,0,1,1,582336,Flagship
1419,0,1.62,1,11,0,64,0.73,179,4,7,1288,2434,5196,12,8,19,0,1,1,165735,Budget
2251,0,2.4,1,16,1,256,0.82,148,8,18,1571,3342,8021,16,9,26,1,1,1,263248,Mid-range
932,1,1.61,1,5,0,32,0.72,218,4,4,486,720,2832,8,5,12,0,1,1,98990,Ultra-budget
741,0,1.66,0,3,0,8,0.8,218,4,3,1204,1594,2462,12,6,16,0,1,1,84342,Ultra-budget
1169,0,1.04,0,0,1,4,0.78,181,4,7,1251,704,1205,8,7,17,1,1,1,123020,Budget
831,0,1.72,1,2,1,16,0.69,191,2,6,856,782,1399,8,6,10,1,1,1,133143,Budget
1865,0,2.25,1,23,0,256,0.7,159,8,20,1431,2149,5014,17,9,21,1,1,1,353005,High-end
2185,0,2.13,1,20,1,256,0.85,162,8,12,1888,3474,5128,16,9,18,1,1,1,303365,Mid-range
895,1,1.19,0,2,1,16,0.76,200,4,7,1161,1645,2291,8,7,11,1,1,1,90486,Ultra-budget
3211,1,2.72,0,31,0,256,0.98,137,8,23,2277,3056,13670,17,9,31,0,1,1,557044,Flagship
2159,1,2.61,0,15,1,128,0.77,163,8,14,1362,3018,8217,16,9,28,1,1,1,473731,High-end
2475,0,2.93,0,27,1,512,0.96,130,8,35,3764,3539,14715,17,11,27,1,1,1,693032,Flagship
2741,0,2.81,0,22,0,256,1.19,145,8,27,3928,3815,14299,17,10,35,1,1,1,574323,Flagship
3446,0,2.51,0,40,1,256,1.13,146,8,32,3136,2709,11348,16,11,33,1,1,1,665454,Flagship
2984,1,3.15,0,25,0,512,0.9,152,8,37,3213,4923,14275,18,10,31,0,1,1,525103,Flagship
2429,1,2.7,1,19,1,256,0.76,140,8,12,2028,3662,5511,15,8,23,1,1,1,349308,Mid-range
1763,0,1.7,1,6,0,32,0.74,187,6,10,1027,1812,2361,15,8,15,1,1,1,192694,Budget
1347,0,1.73,1,7,0,64,0.65,175,6,12,1050,1371,5171,15,8,13,0,1,1,135995,Budget
751,0,1.3,0,0,0,16,0.53,219,2,6,747,1199,1665,9,4,14,0,1,0,44883,Ultra-budget
868,0,1.26,0,1,1,32,0.85,182,4,4,1226,1163,756,9,7,18,1,1,1,151190,Budget
1692,0,1.76,0,8,0,32,0.66,167,6,9,1063,2324,4454,13,7,17,0,1,1,154959,Budget
2059,0,2.23,1,23,1,256,0.79,163,8,17,1365,3427,7821,15,9,20,1,1,1,458325,High-end
1516,1,1.85,0,9,0,128,0.79,157,6,16,1918,1329,2529,15,6,18,0,1,1,228606,Mid-range
1597,1,2.8,0,18,0,128,0.73,143,8,20,1088,3708,8645,16,9,22,0,1,1,483647,High-end
3512,1,3.17,0,34,1,512,1.04,155,8,38,2701,4580,13970,18,9,31,1,1,1,603396,Flagship
828,0,1.2,1,4,0,16,0.75,182,4,2,1202,1364,3014,12,4,15,1,0,1,64815,Ultra-budget
1282,1,2.37,1,5,0,128,0.7,175,4,15,1562,1901,4398,15,8,22,0,1,1,201171,Mid-range
1072,0,2.26,1,12,1,128,0.62,188,4,14,1403,1755,2970,14,7,19,1,1,1,169491,Budget
2159,0,2.7,1,29,0,512,0.96,155,8,29,2683,5076,11717,17,9,22,0,1,1,659133,Flagship
2311,1,2.73,0,22,1,128,0.94,145,8,15,1563,2738,8773,16,9,28,1,1,1,431443,High-end
1713,1,2.07,0,24,0,256,1.0,165,8,12,1962,3285,7607,15,8,27,0,1,1,281754,Mid-range
2717,1,3.19,0,26,1,512,0.91,150,8,24,3499,4166,12645,19,11,33,1,1,1,729641,Flagship
1728,0,2.08,0,19,0,128,0.89,170,8,16,1117,2339,4180,15,8,18,0,1,1,415734,High-end
3023,1,3.09,0,24,1,512,0.82,134,8,28,2118,3431,14097,19,9,26,1,1,1,626850,Flagship
3117,0,2.71,0,32,0,512,1.07,130,8,34,3211,4805,9973,18,10,24,0,1,1,520780,Flagship
3036,0,2.62,1,36,0,256,0.99,154,8,38,2269,2773,12699,17,9,26,0,1,1,458161,High-end
2212,0,2.22,0,12,0,128,0.76,147,8,14,1768,2818,6279,17,8,26,0,1,1,485142,High-end
1597,0,2.52,1,17,1,256,0.8,149,8,12,1964,3121,6608,16,9,28,1,1,1,457595,High-end
1795,0,2.14,1,18,0,128,0.71,167,8,14,2038,2110,7013,17,8,24,0,1,1,505687,Flagship
3317,1,2.94,1,33,0,256,1.15,154,8,25,1608,3803,12066,19,9,35,0,1,1,733072,Flagship
1708,1,2.26,0,15,1,128,0.75,144,8,17,1811,3616,8635,15,8,24,1,1,1,338373,Mid-range
2388,1,3.0,0,28,1,512,0.89,155,8,33,1772,2724,8222,17,9,29,1,1,1,496788,High-end
633,1,1.17,1,1,0,32,0.54,215,4,0,950,791,2311,12,6,15,0,1,1,35669,Ultra-budget
1236,1,2.05,1,5,0,64,0.74,156,4,7,1754,1365,2213,14,8,22,0,1,1,190643,Budget
897,0,1.03,1,3,0,8,0.74,186,4,7,516,1867,2724,9,4,11,0,1,1,144622,Budget
1998,1,2.36,0,24,0,256,0.9,140,8,19,2007,3524,5454,15,9,22,0,1,1,321640,Mid-range
1814,0,2.06,0,18,0,128,0.78,163,8,17,1250,2198,4803,17,9,27,0,1,1,292899,Mid-range
3385,0,2.51,1,34,0,512,1.13,159,8,34,1454,3999,9503,16,9,21,0,1,1,497501,High-end
992,0,1.79,0,3,0,8,0.54,199,4,2,597,1712,1475,12,4,9,0,0,1,63139,Ultra-budget
1231,1,1.67,1,9,0,64,0.82,180,4,9,943,1537,3644,12,7,18,1,1,1,250373,Mid-range
2103,0,2.22,0,10,1,128,0.92,142,8,15,1282,2757,5724,17,8,18,1,1,1,326589,Mid-range
957,1,1.62,0,1,1,8,0.77,187,4,7,746,1352,739,10,7,16,1,1,1,83434,Ultra-budget
2258,1,2.53,1,20,0,128,0.98,162,8,16,1358,3257,7822,16,8,26,0,1,1,285937,Mid-range
1486,1,2.27,0,9,0,64,0.69,156,6,5,1178,1551,4875,15,8,15,0,1,1,281162,Mid-range
949,1,1.66,0,5,1,8,0.86,212,2,3,507,969,2010,8,4,9,1,1,1,104047,Budget
2387,1,2.22,0,24,0,256,0.79,159,8,12,1538,3060,6490,16,9,26,0,1,1,478797,High-end
2749,0,2.9,1,32,1,256,0.97,151,8,22,2385,4576,12842,19,11,34,1,1,1,748272,Flagship
1792,0,2.04,0,9,0,128,0.76,169,4,9,928,2177,2392,14,8,13,0,1,1,266082,Mid-range
3345,0,2.83,0,25,0,256,0.8,160,8,33,3641,2702,12517,19,10,29,0,1,1,790665,Flagship
1849,1,2.25,0,17,0,128,0.88,152,8,25,2090,3495,5544,15,9,27,0,1,1,427415,High-end
3486,1,2.61,1,21,1,256,0.83,148,8,31,2468,3901,14271,19,9,30,1,1,1,457874,High-end
570,1,1.42,0,0,1,32,0.57,207,2,7,678,1781,538,12,6,17,1,1,1,115739,Budget
1468,1,2.15,1,9,1,32,0.79,154,6,13,1391,2412,4296,14,6,14,1,1,1,200910,Mid-range
749,0,1.11,1,4,1,16,0.84,225,2,5,845,1303,1113,10,5,12,1,1,1,108181,Budget
912,1,1.37,1,0,0,32,0.68,213,2,8,1172,1788,1958,11,5,11,0,1,1,84159,Ultra-budget
1665,0,2.05,1,19,0,128,0.81,148,8,17,1224,2514,7882,17,9,21,0,1,1,300133,Mid-range
2101,0,3.0,0,32,1,512,1.03,134,8,26,1511,2575,14651,19,11,35,1,1,1,637161,Flagship
1101,1,1.79,0,0,1,4,0.76,180,2,2,710,800,2654,10,4,13,1,1,1,43835,Ultra-budget
1350,1,2.05,1,9,0,32,0.82,153,6,5,1628,1455,2776,13,6,20,0,1,1,203232,Mid-range
986,1,1.03,0,2,1,32,0.74,225,2,5,732,1059,2188,9,5,8,1,1,1,113874,Budget
1889,0,2.09,1,11,0,256,0.74,165,8,18,1541,2029,5473,17,8,27,0,1,1,457813,High-end
1340,1,1.68,0,9,0,64,0.7,180,4,16,874,1285,4449,12,6,22,1,1,1,188032,Budget
878,0,1.77,1,2,0,4,0.84,205,4,7,697,1119,859,10,7,13,0,1,1,70208,Ultra-budget
2268,0,2.54,0,14,0,128,0.72,152,8,12,2157,3169,8180,17,8,25,0,1,1,450293,High-end
964,1,1.09,1,1,0,32,0.88,191,4,5,501,1375,1991,8,6,15,0,1,1,128884,Budget
689,1,1.24,0,1,0,8,0.66,220,2,7,774,1253,2314,10,6,15,0,0,0,56172,Ultra-budget
935,1,1.27,0,1,0,16,0.56,211,2,8,1239,1639,1943,11,6,11,0,1,1,83106,Ultra-budget
2183,1,2.59,1,10,0,128,0.71,144,8,12,1555,2615,8844,15,8,27,0,1,1,387879,High-end
963,0,1.56,1,5,0,4,0.61,184,4,0,866,1662,1009,9,7,14,0,0,1,48359,Ultra-budget
897,0,1.24,0,0,1,8,0.53,226,2,4,1040,1779,1834,8,5,17,1,1,0,48769,Ultra-budget
1938,0,2.75,0,11,0,256,0.9,148,8,23,1653,3326,5844,15,9,21,0,1,1,371887,High-end
1626,1,1.85,1,9,1,128,0.81,186,4,15,1171,2095,3397,12,7,13,1,1,1,212033,Mid-range
1094,0,2.29,0,6,1,64,0.66,154,4,7,732,1421,3524,14,6,12,1,1,1,220533,Mid-range
2254,0,2.06,0,14,1,128,0.8,152,8,19,2066,2816,7632,17,8,18,1,1,1,319119,Mid-range
1334,1,1.66,0,6,0,128,0.76,166,4,10,1741,1928,2240,14,6,22,0,1,1,222907,Mid-range
1676,0,2.18,0,23,1,256,0.95,148,8,14,1535,3744,7638,16,8,22,1,1,1,270030,Mid-range
1373,1,2.11,0,12,1,32,0.79,166,6,8,1427,1866,2898,12,8,17,1,1,1,143705,Budget
